country,Left Score,Right Score,Score,Pref
PK,47,37,56,None
US,31,31,66,Right
US,45,21,42,Left
US,28,28,66,Right
US,44,24,46,Left
US,40,40,66,Right
GE,15,33,84,Right
MY,26,35,75,Right
US,44,34,56,None
IN,36,31,61,None
US,37,34,63,None
PH,31,35,70,Right
US,47,30,49,Left
VG,25,32,73,Right
US,30,33,69,Right
US,27,36,75,Right
US,25,36,77,Right
US,36,26,56,None
US,29,24,61,None
US,34,35,67,Right
US,42,28,52,Left
US,36,36,66,Right
US,25,31,72,Right
US,42,33,57,None
US,31,28,63,None
US,20,33,79,Right
US,38,26,54,Left
US,36,28,58,None
US,38,38,66,Right
US,32,19,53,Left
US,42,30,54,Left
US,38,25,53,Left
US,39,33,60,None
US,21,38,83,Right
US,19,36,83,Right
US,28,23,61,None
US,47,25,44,Left
US,5,0,61,None
ZA,35,33,64,None
GB,31,36,71,Right
US,28,22,60,None
US,21,30,75,Right
HR,48,35,53,Left
US,37,29,58,None
US,37,31,60,None
US,45,33,54,Left
US,41,37,62,None
US,28,27,65,Right
US,21,39,84,Right
US,38,23,51,Left
US,33,35,68,Right
US,42,24,48,Left
US,28,35,73,Right
US,44,31,53,Left
US,32,31,65,Right
GB,35,17,48,Left
ZA,31,23,58,None
US,39,19,46,Left
IN,31,31,66,Right
US,42,23,47,Left
US,39,31,58,None
US,37,26,55,Left
IR,22,32,76,Right
PK,23,34,77,Right
US,31,30,65,Right
US,43,35,58,None
DK,43,36,59,None
NO,21,29,74,Right
US,30,31,67,Right
AU,49,34,51,Left
US,36,28,58,None
IE,40,31,57,None
US,41,25,50,Left
US,55,20,31,Left
RO,30,31,67,Right
AR,27,36,75,Right
US,28,30,68,Right
GB,27,19,58,None
US,35,33,64,None
US,35,29,60,None
GB,31,27,62,None
US,19,45,92,Right
US,42,26,50,Left
US,36,33,63,None
US,37,24,53,Left
GB,40,31,57,None
US,34,28,60,None
DE,34,19,51,Left
IE,27,28,67,Right
CA,39,23,50,Left
US,31,12,47,Left
US,30,26,62,None
US,29,35,72,Right
CA,35,31,62,None
CA,45,31,52,Left
AU,30,31,67,Right
PH,32,37,71,Right
US,42,26,50,Left
US,40,29,55,Left
US,25,31,72,Right
US,24,33,75,Right
US,27,23,62,None
US,29,29,66,Right
CA,29,34,71,Right
US,22,27,71,Right
US,40,35,61,None
PH,37,34,63,None
US,31,25,60,None
US,38,32,60,None
US,32,34,68,Right
ID,39,22,49,Left
AE,25,37,78,Right
US,32,26,60,None
IN,41,39,64,None
PH,31,31,66,Right
US,28,38,76,Right
US,28,33,71,Right
US,37,30,59,None
US,30,25,61,None
SG,23,28,71,Right
CA,27,36,75,Right
US,20,41,87,Right
IN,29,20,57,None
ES,25,42,83,Right
US,40,28,54,Left
MY,32,36,70,Right
US,41,29,54,Left
TR,25,29,70,Right
ID,33,21,54,Left
IN,44,32,54,Left
GB,33,35,68,Right
RO,28,27,65,Right
SI,21,29,74,Right
JP,44,29,51,Left
PL,26,27,67,Right
US,26,27,67,Right
GB,30,36,72,Right
CH,33,36,69,Right
US,37,38,67,Right
ZA,32,33,67,Right
IN,33,26,59,None
ZA,44,36,58,None
MY,26,27,67,Right
US,29,33,70,Right
PH,31,31,66,Right
MY,36,35,65,Right
AU,21,34,79,Right
US,39,25,52,Left
US,32,27,61,None
US,34,31,63,None
US,34,25,57,None
IN,32,30,64,None
PH,50,24,40,Left
US,36,24,54,Left
IN,44,36,58,None
US,23,38,81,Right
GB,26,30,70,Right
US,38,31,59,None
EG,32,34,68,Right
US,34,31,63,None
GB,20,38,84,Right
US,31,30,65,Right
US,44,29,51,Left
MY,29,32,69,Right
US,36,30,60,None
US,37,36,65,Right
US,27,22,61,None
US,34,35,67,Right
US,32,33,67,Right
US,27,35,74,Right
AU,47,24,43,Left
US,27,34,73,Right
AE,22,35,79,Right
US,31,32,67,Right
CL,26,36,76,Right
DK,16,33,83,Right
US,29,39,76,Right
SE,26,31,71,Right
IT,23,27,70,Right
SE,31,30,65,Right
US,29,30,67,Right
US,38,37,65,Right
US,27,37,76,Right
NO,24,36,78,Right
RO,33,25,58,None
US,41,30,55,Left
CA,42,28,52,Left
US,29,30,67,Right
US,24,27,69,Right
US,31,25,60,None
FO,42,26,50,Left
PH,43,31,54,Left
CA,26,32,72,Right
US,49,22,39,Left
PH,24,32,74,Right
AU,23,33,76,Right
AU,30,29,65,Right
US,36,23,53,Left
US,32,28,62,None
US,31,23,58,None
CA,23,34,77,Right
AP,33,40,73,Right
US,42,26,50,Left
US,22,34,78,Right
US,21,35,80,Right
US,42,23,47,Left
US,35,27,58,None
UY,23,37,80,Right
US,18,41,89,Right
US,29,29,66,Right
US,36,26,56,None
US,26,36,76,Right
US,30,32,68,Right
US,30,28,64,None
US,31,31,66,Right
PT,51,22,37,Left
PT,35,29,60,None
PT,37,35,64,None
US,28,37,75,Right
US,47,29,48,Left
US,42,33,57,None
US,35,35,66,Right
MM,31,29,64,None
US,43,32,55,Left
LK,35,35,66,Right
IN,36,31,61,None
LK,36,37,67,Right
MY,27,30,69,Right
US,33,32,65,Right
ID,28,41,79,Right
TR,32,21,55,Left
TR,0,0,66,Right
SG,30,25,61,None
US,37,24,53,Left
GB,41,27,52,Left
IN,38,29,57,None
RO,39,30,57,None
PH,28,31,69,Right
AR,19,34,81,Right
PH,35,30,61,None
US,42,22,46,Left
US,37,33,62,None
US,47,31,50,Left
IN,31,27,62,None
NO,28,40,78,Right
US,24,35,77,Right
US,38,23,51,Left
PH,35,24,55,Left
ID,34,25,57,None
AE,33,28,61,None
CA,31,27,62,None
PH,40,30,56,None
US,37,27,56,None
US,13,32,85,Right
US,25,37,78,Right
BH,38,28,56,None
IN,19,37,84,Right
US,32,29,63,None
PH,34,34,66,Right
US,32,25,59,None
GB,18,40,88,Right
US,17,35,84,Right
US,20,40,86,Right
IN,29,34,71,Right
IN,43,37,60,None
MD,22,24,68,Right
CA,42,25,49,Left
US,41,23,48,Left
ID,48,21,39,Left
US,41,35,60,None
US,30,38,74,Right
US,37,38,67,Right
GB,37,29,58,None
GB,41,29,54,Left
US,32,32,66,Right
GB,34,32,64,None
IE,21,34,79,Right
US,25,25,66,Right
US,37,29,58,None
CA,27,27,66,Right
US,29,33,70,Right
NZ,37,28,57,None
US,26,36,76,Right
AU,34,31,63,None
US,34,39,71,Right
DZ,27,28,67,Right
US,32,35,69,Right
KY,45,22,43,Left
US,41,33,58,None
US,50,24,40,Left
US,23,39,82,Right
US,23,32,75,Right
BE,18,40,88,Right
US,25,34,75,Right
AU,36,24,54,Left
MX,28,30,68,Right
US,43,27,50,Left
US,23,38,81,Right
US,40,26,52,Left
US,36,25,55,Left
US,32,31,65,Right
US,26,36,76,Right
US,30,31,67,Right
DE,24,33,75,Right
US,26,36,76,Right
US,46,30,50,Left
AU,19,39,86,Right
US,26,31,71,Right
US,35,33,64,None
US,36,33,63,None
US,47,24,43,Left
US,39,28,55,Left
US,36,30,60,None
US,33,35,68,Right
US,25,34,75,Right
US,25,35,76,Right
US,42,30,54,Left
US,23,35,78,Right
AU,28,31,69,Right
US,32,29,63,None
US,31,24,59,None
KY,28,39,77,Right
US,25,35,76,Right
US,31,35,70,Right
NZ,26,31,71,Right
US,28,37,75,Right
HK,24,36,78,Right
US,41,22,47,Left
US,30,35,71,Right
US,35,29,60,None
FR,30,32,68,Right
PH,30,25,61,None
US,40,37,63,None
IN,36,26,56,None
IN,47,28,47,Left
IN,41,31,56,None
IN,32,33,67,Right
IN,49,37,54,Left
IN,32,15,49,Left
IN,40,34,60,None
IN,44,36,58,None
IN,41,37,62,None
IN,34,30,62,None
IN,44,28,50,Left
IN,24,27,69,Right
IN,37,27,56,None
IN,40,29,55,Left
IN,30,33,69,Right
IN,46,35,55,Left
IN,32,30,64,None
IN,41,31,56,None
IN,35,28,59,None
IN,41,21,46,Left
IN,46,26,46,Left
IN,40,29,55,Left
IN,41,37,62,None
IN,43,29,52,Left
IN,30,31,67,Right
IN,41,29,54,Left
IN,30,34,70,Right
IN,37,25,54,Left
IN,38,28,56,None
IN,38,32,60,None
IN,38,24,52,Left
IN,39,31,58,None
IN,23,33,76,Right
IN,39,29,56,None
IN,37,31,60,None
IN,30,20,56,None
SK,34,37,69,Right
MY,31,17,52,Left
SG,37,32,61,None
IN,38,34,62,None
US,47,37,56,None
IN,43,31,54,Left
PH,22,35,79,Right
US,25,22,63,None
ZA,45,27,48,Left
IN,31,33,68,Right
AU,46,25,45,Left
PH,35,22,53,Left
US,34,26,58,None
NL,25,30,71,Right
CA,51,20,35,Left
US,33,33,66,Right
US,30,23,59,None
SE,26,36,76,Right
US,36,27,57,None
US,34,33,65,Right
US,30,35,71,Right
US,34,33,65,Right
US,47,29,48,Left
TH,34,29,61,None
US,15,31,82,Right
US,22,38,82,Right
US,33,31,64,None
US,36,26,56,None
ID,35,34,65,Right
US,33,24,57,None
TR,45,29,50,Left
ID,32,31,65,Right
TH,39,31,58,None
GB,42,25,49,Left
US,40,27,53,Left
TW,21,37,82,Right
US,31,31,66,Right
IN,30,34,70,Right
GB,34,29,61,None
GB,38,33,61,None
US,23,33,76,Right
MY,36,32,62,None
US,30,28,64,None
SE,33,33,66,Right
ZA,42,23,47,Left
IN,41,32,57,None
IR,24,36,78,Right
IN,39,31,58,None
US,30,29,65,Right
US,27,32,71,Right
SG,46,17,37,Left
IN,32,25,59,None
RO,28,30,68,Right
US,34,29,61,None
US,21,38,83,Right
IN,37,31,60,None
IN,35,25,56,None
GB,23,38,81,Right
IN,36,30,60,None
US,36,28,58,None
GB,40,30,56,None
US,40,24,50,Left
US,29,29,66,Right
US,27,28,67,Right
US,43,34,57,None
US,31,27,62,None
US,37,33,62,None
US,42,28,52,Left
US,23,34,77,Right
US,26,30,70,Right
GB,26,28,68,Right
EU,32,27,61,None
IN,44,26,48,Left
ES,42,31,55,Left
GH,41,31,56,None
US,36,29,59,None
US,45,27,48,Left
US,40,27,53,Left
MY,38,27,55,Left
MX,30,29,65,Right
US,30,31,67,Right
US,25,38,79,Right
IN,42,31,55,Left
GB,37,24,53,Left
MX,27,35,74,Right
CA,35,24,55,Left
US,33,26,59,None
US,37,30,59,None
EG,26,25,65,Right
BE,32,38,72,Right
US,40,41,67,Right
US,40,23,49,Left
US,33,39,72,Right
US,27,40,79,Right
US,35,31,62,None
US,53,34,47,Left
AU,34,33,65,Right
US,31,33,68,Right
US,43,19,42,Left
AR,42,29,53,Left
US,38,34,62,None
US,31,30,65,Right
US,26,37,77,Right
US,37,27,56,None
US,35,37,68,Right
US,31,31,66,Right
US,26,30,70,Right
US,38,31,59,None
US,34,25,57,None
CA,30,38,74,Right
US,26,29,69,Right
US,26,29,69,Right
US,44,30,52,Left
US,21,35,80,Right
PH,43,29,52,Left
CA,43,27,50,Left
US,21,38,83,Right
PH,41,25,50,Left
AU,49,22,39,Left
US,41,33,58,None
US,18,34,82,Right
US,34,31,63,None
US,26,26,66,Right
ID,36,31,61,None
US,38,32,60,None
US,17,42,91,Right
US,32,31,65,Right
IN,42,35,59,None
US,45,21,42,Left
IN,40,39,65,Right
US,33,29,62,None
IN,35,27,58,None
IN,41,32,57,None
US,21,27,72,Right
IN,27,35,74,Right
IN,27,22,61,None
US,41,21,46,Left
SG,39,18,45,Left
AU,30,15,51,Left
SG,32,29,63,None
US,32,30,64,None
IN,45,23,44,Left
US,25,29,70,Right
US,31,28,63,None
MY,36,31,61,None
AU,37,31,60,None
US,41,19,44,Left
QA,40,35,61,None
IN,36,26,56,None
US,35,34,65,Right
US,45,34,55,Left
VN,31,32,67,Right
US,40,23,49,Left
AU,41,24,49,Left
CA,25,36,77,Right
US,37,28,57,None
ZA,30,29,65,Right
IR,43,29,52,Left
CA,40,17,43,Left
IN,32,27,61,None
AU,47,13,32,Left
AU,36,24,54,Left
AU,28,32,70,Right
AU,32,34,68,Right
SG,28,31,69,Right
AU,35,30,61,None
GB,40,20,46,Left
SG,39,34,61,None
IN,33,37,70,Right
AU,43,26,49,Left
CY,30,28,64,None
US,34,32,64,None
PH,38,26,54,Left
AR,30,30,66,Right
GB,38,26,54,Left
US,33,28,61,None
SE,33,37,70,Right
US,17,38,87,Right
US,23,31,74,Right
US,29,28,65,Right
US,36,34,64,None
GB,25,40,81,Right
IN,19,27,74,Right
IN,31,39,74,Right
AU,30,34,70,Right
US,11,29,84,Right
MY,45,34,55,Left
ID,38,30,58,None
IN,39,21,48,Left
US,31,26,61,None
US,24,30,72,Right
US,39,32,59,None
IN,46,28,48,Left
US,40,29,55,Left
RO,35,26,57,None
US,31,35,70,Right
US,23,31,74,Right
US,51,29,44,Left
US,11,41,96,Right
CZ,26,32,72,Right
US,39,29,56,None
US,40,26,52,Left
MY,41,21,46,Left
US,38,27,55,Left
US,27,23,62,None
IN,30,32,68,Right
US,22,40,84,Right
US,31,22,57,None
US,37,30,59,None
US,35,33,64,None
IN,41,31,56,None
US,28,35,73,Right
US,32,28,62,None
US,25,31,72,Right
US,34,28,60,None
MY,35,29,60,None
US,39,29,56,None
US,33,29,62,None
US,34,34,66,Right
US,23,42,85,Right
CA,38,28,56,None
SI,27,32,71,Right
ID,21,28,73,Right
US,30,29,65,Right
CA,41,22,47,Left
IN,39,29,56,None
ID,36,31,61,None
IN,38,34,62,None
ZA,40,30,56,None
US,26,37,77,Right
US,38,28,56,None
US,41,25,50,Left
IN,27,20,59,None
US,34,22,54,Left
GR,37,27,56,None
TW,28,28,66,Right
US,31,29,64,None
US,39,25,52,Left
US,32,28,62,None
US,31,28,63,None
US,36,26,56,None
US,36,33,63,None
LY,35,29,60,None
RO,33,28,61,None
US,39,27,54,Left
IN,28,25,63,None
US,40,33,59,None
CA,26,37,77,Right
US,22,34,78,Right
US,31,23,58,None
US,29,27,64,None
SK,34,35,67,Right
US,19,40,87,Right
US,38,21,49,Left
CA,34,33,65,Right
US,33,28,61,None
US,17,24,73,Right
US,24,41,83,Right
GB,23,33,76,Right
AR,26,33,73,Right
US,34,30,62,None
ZA,35,34,65,Right
US,38,35,63,None
US,36,34,64,None
US,33,31,64,None
US,26,29,69,Right
US,39,30,57,None
US,26,31,71,Right
IN,55,33,44,Left
US,43,27,50,Left
US,38,30,58,None
FI,47,21,40,Left
US,36,28,58,None
US,13,41,94,Right
KR,27,13,52,Left
US,28,32,70,Right
IN,39,28,55,Left
CA,4,21,83,Right
US,35,29,60,None
US,46,20,40,Left
US,38,31,59,None
US,43,14,37,Left
US,31,25,60,None
GT,49,25,42,Left
US,29,38,75,Right
US,34,28,60,None
US,35,31,62,None
US,35,33,64,None
US,27,20,59,None
US,32,29,63,None
NZ,29,23,60,None
US,25,33,74,Right
US,47,31,50,Left
US,31,27,62,None
US,46,33,53,Left
US,28,30,68,Right
US,38,30,58,None
US,22,40,84,Right
SG,32,37,71,Right
US,32,33,67,Right
US,32,23,57,None
HK,36,37,67,Right
US,38,29,57,None
IR,36,25,55,Left
US,34,31,63,None
US,41,19,44,Left
US,38,30,58,None
US,26,39,79,Right
ZA,38,27,55,Left
US,35,32,63,None
US,40,30,56,None
ID,28,34,72,Right
ZA,42,26,50,Left
US,35,25,56,None
US,22,25,69,Right
PH,39,33,60,None
PH,31,32,67,Right
PH,37,39,68,Right
GB,34,27,59,None
US,30,25,61,None
US,40,27,53,Left
NZ,33,31,64,None
GB,29,32,69,Right
IN,28,33,71,Right
GB,23,35,78,Right
US,32,35,69,Right
CH,38,24,52,Left
SA,28,26,64,None
US,30,34,70,Right
GB,27,22,61,None
GB,25,31,72,Right
US,38,29,57,None
US,32,39,73,Right
US,34,27,59,None
US,34,32,64,None
US,30,29,65,Right
US,37,22,51,Left
US,29,29,66,Right
US,24,27,69,Right
US,20,33,79,Right
US,42,27,51,Left
US,27,28,67,Right
US,44,32,54,Left
US,26,32,72,Right
US,31,29,64,None
US,35,37,68,Right
US,28,26,64,None
US,38,27,55,Left
US,35,27,58,None
US,46,16,36,Left
US,40,28,54,Left
US,36,24,54,Left
US,43,24,47,Left
US,26,23,63,None
US,36,29,59,None
US,27,30,69,Right
US,26,35,75,Right
EU,28,20,58,None
GB,25,34,75,Right
PH,51,35,50,Left
IN,28,32,70,Right
US,25,34,75,Right
IN,50,25,41,Left
US,40,28,54,Left
IN,39,36,63,None
SG,42,24,48,Left
IN,39,26,53,Left
IN,33,33,66,Right
US,29,35,72,Right
US,41,30,55,Left
US,19,44,91,Right
IN,39,23,50,Left
US,35,37,68,Right
IN,35,40,71,Right
US,34,27,59,None
US,35,30,61,None
US,42,34,58,None
MY,31,31,66,Right
US,36,30,60,None
US,29,27,64,None
ZA,42,33,57,None
US,32,34,68,Right
US,48,25,43,Left
US,30,36,72,Right
US,27,32,71,Right
US,38,32,60,None
US,39,33,60,None
US,37,25,54,Left
US,40,23,49,Left
US,21,30,75,Right
US,26,31,71,Right
US,43,29,52,Left
US,35,28,59,None
US,28,31,69,Right
US,27,30,69,Right
US,19,31,78,Right
US,37,22,51,Left
US,26,35,75,Right
US,31,35,70,Right
US,34,31,63,None
PL,36,27,57,None
GB,35,28,59,None
MY,46,27,47,Left
IN,36,26,56,None
MX,48,34,52,Left
US,26,35,75,Right
US,25,33,74,Right
PL,28,30,68,Right
US,32,27,61,None
ZA,31,26,61,None
ZA,31,28,63,None
RO,36,31,61,None
US,31,41,76,Right
CA,33,32,65,Right
BD,19,35,82,Right
BD,27,33,72,Right
HR,39,32,59,None
US,35,37,68,Right
TR,31,24,59,None
DE,42,32,56,None
US,40,28,54,Left
US,17,31,80,Right
US,32,28,62,None
US,36,23,53,Left
US,28,37,75,Right
LK,28,29,67,Right
US,38,36,64,None
AE,45,35,56,None
US,34,27,59,None
US,19,43,90,Right
US,34,28,60,None
US,45,25,46,Left
US,40,30,56,None
US,27,33,72,Right
US,26,28,68,Right
US,32,29,63,None
US,24,32,74,Right
US,28,31,69,Right
SI,37,37,66,Right
US,39,23,50,Left
US,31,35,70,Right
US,38,32,60,None
US,30,28,64,None
US,27,41,80,Right
EG,32,27,61,None
PK,40,27,53,Left
US,26,28,68,Right
GB,31,31,66,Right
SE,24,38,80,Right
US,39,28,55,Left
US,33,23,56,None
IE,40,33,59,None
US,26,27,67,Right
NO,41,19,44,Left
GB,51,26,41,Left
CA,36,29,59,None
US,38,23,51,Left
US,27,35,74,Right
CA,25,39,80,Right
US,37,35,64,None
US,21,37,82,Right
US,43,37,60,None
US,34,33,65,Right
IN,38,29,57,None
PK,41,35,60,None
US,21,32,77,Right
US,24,36,78,Right
US,29,36,73,Right
CA,23,33,76,Right
US,40,22,48,Left
US,22,27,71,Right
US,29,31,68,Right
CA,38,30,58,None
US,27,25,64,None
US,30,31,67,Right
US,35,32,63,None
US,34,32,64,None
ID,30,35,71,Right
US,40,24,50,Left
AU,26,29,69,Right
US,36,33,63,None
CA,34,26,58,None
US,19,37,84,Right
US,29,35,72,Right
US,30,27,63,None
US,28,37,75,Right
IN,39,38,65,Right
US,33,33,66,Right
US,32,27,61,None
US,33,27,60,None
US,25,19,60,None
MX,21,31,76,Right
US,43,25,48,Left
NZ,24,39,81,Right
US,35,25,56,None
PH,30,31,67,Right
US,23,37,80,Right
US,48,20,38,Left
PK,53,35,48,Left
US,39,27,54,Left
LK,39,32,59,None
IN,31,32,67,Right
US,33,32,65,Right
NA,29,33,70,Right
MY,44,24,46,Left
RU,34,25,57,None
US,31,40,75,Right
JP,24,24,66,Right
MY,27,19,58,None
US,21,36,81,Right
AR,48,24,42,Left
US,35,33,64,None
AP,42,25,49,Left
IE,43,32,55,Left
IE,42,24,48,Left
US,40,27,53,Left
FI,38,22,50,Left
US,35,24,55,Left
MY,28,32,70,Right
CA,35,33,64,None
US,47,26,45,Left
MY,25,37,78,Right
US,33,32,65,Right
AE,49,39,56,None
ES,32,27,61,None
ZA,41,28,53,Left
US,23,32,75,Right
US,27,40,79,Right
US,26,24,64,None
GR,23,33,76,Right
US,36,31,61,None
IN,36,28,58,None
CA,30,30,66,Right
US,35,26,57,None
AE,36,29,59,None
US,32,18,52,Left
IN,32,38,72,Right
PH,30,41,77,Right
US,40,24,50,Left
IN,36,25,55,Left
US,36,31,61,None
US,45,36,57,None
DE,19,26,73,Right
US,34,29,61,None
US,28,29,67,Right
US,40,27,53,Left
US,36,34,64,None
US,25,31,72,Right
US,24,31,73,Right
US,33,32,65,Right
US,32,31,65,Right
US,39,26,53,Left
US,29,25,62,None
US,30,31,67,Right
US,33,29,62,None
PK,24,36,78,Right
US,45,31,52,Left
US,32,36,70,Right
US,33,31,64,None
US,31,30,65,Right
US,43,35,58,None
US,35,19,50,Left
US,29,33,70,Right
US,38,26,54,Left
US,29,36,73,Right
US,23,33,76,Right
US,41,26,51,Left
US,25,36,77,Right
US,32,28,62,None
US,34,32,64,None
US,31,28,63,None
US,32,29,63,None
US,34,29,61,None
US,39,32,59,None
US,32,32,66,Right
US,33,31,64,None
MY,37,32,61,None
IN,36,34,64,None
IN,34,38,70,Right
CA,20,37,83,Right
GB,29,30,67,Right
CA,36,34,64,None
CA,32,28,62,None
US,41,25,50,Left
CA,39,32,59,None
CA,17,42,91,Right
US,29,32,69,Right
BG,34,22,54,Left
US,36,24,54,Left
US,26,30,70,Right
US,34,27,59,None
US,41,25,50,Left
US,33,31,64,None
US,38,29,57,None
US,41,26,51,Left
US,33,29,62,None
US,28,30,68,Right
US,32,37,71,Right
US,37,25,54,Left
US,19,27,74,Right
US,53,28,41,Left
US,35,23,54,Left
US,41,26,51,Left
DE,19,30,77,Right
MY,29,32,69,Right
US,38,36,64,None
US,34,31,63,None
US,33,29,62,None
SG,26,31,71,Right
US,32,32,66,Right
CA,33,23,56,None
CA,24,34,76,Right
CA,34,43,75,Right
EE,37,26,55,Left
CA,38,22,50,Left
CA,41,25,50,Left
CA,39,34,61,None
US,21,40,85,Right
CA,26,40,80,Right
CA,47,25,44,Left
US,37,28,57,None
US,44,27,49,Left
US,34,29,61,None
US,46,28,48,Left
US,32,27,61,None
BD,29,30,67,Right
AR,29,27,64,None
ID,29,33,70,Right
US,37,23,52,Left
US,32,26,60,None
ZA,20,37,83,Right
LV,39,25,52,Left
US,32,27,61,None
US,33,28,61,None
DE,43,28,51,Left
CA,35,29,60,None
RS,36,31,61,None
US,31,29,64,None
US,23,43,86,Right
US,26,30,70,Right
US,37,32,61,None
US,28,39,77,Right
GB,30,39,75,Right
US,35,21,52,Left
MX,40,28,54,Left
US,36,28,58,None
US,37,26,55,Left
US,30,30,66,Right
US,28,28,66,Right
US,43,32,55,Left
AU,15,32,83,Right
US,42,30,54,Left
GB,41,26,51,Left
US,40,38,64,None
MY,38,29,57,None
SE,40,25,51,Left
US,38,29,57,None
US,16,28,78,Right
BR,28,39,77,Right
US,27,33,72,Right
US,30,33,69,Right
CA,37,30,59,None
US,29,39,76,Right
US,43,29,52,Left
US,48,28,46,Left
US,44,29,51,Left
US,30,26,62,None
AU,34,29,61,None
US,29,32,69,Right
US,22,32,76,Right
MY,37,27,56,None
PH,36,28,58,None
US,26,27,67,Right
US,52,26,40,Left
AU,42,25,49,Left
US,25,25,66,Right
PH,41,39,64,None
US,31,27,62,None
US,28,34,72,Right
US,39,24,51,Left
US,41,39,64,None
AU,39,26,53,Left
AU,50,31,47,Left
AU,28,41,79,Right
US,36,32,62,None
AU,21,38,83,Right
US,16,34,84,Right
PK,25,44,85,Right
CA,39,29,56,None
US,33,26,59,None
IN,31,31,66,Right
IN,33,25,58,None
US,25,31,72,Right
IN,33,20,53,Left
US,33,37,70,Right
IN,25,41,82,Right
GB,32,42,76,Right
MY,32,29,63,None
PH,23,26,69,Right
IE,28,32,70,Right
AU,28,23,61,None
US,35,32,63,None
KR,19,33,80,Right
GB,39,29,56,None
US,34,35,67,Right
FR,16,38,88,Right
MA,52,32,46,Left
HR,35,27,58,None
SG,45,24,45,Left
TR,35,30,61,None
US,21,38,83,Right
GB,37,21,50,Left
US,26,34,74,Right
SG,50,23,39,Left
ZA,36,25,55,Left
US,43,21,44,Left
US,39,31,58,None
US,32,37,71,Right
MY,37,29,58,None
US,27,36,75,Right
US,41,22,47,Left
SI,33,28,61,None
US,42,23,47,Left
IT,25,39,80,Right
PK,24,27,69,Right
US,33,27,60,None
US,37,25,54,Left
US,41,27,52,Left
CA,27,25,64,None
CA,29,36,73,Right
LT,39,18,45,Left
US,31,19,54,Left
HK,29,36,73,Right
GB,27,31,70,Right
CA,34,33,65,Right
US,34,33,65,Right
US,32,32,66,Right
GB,39,28,55,Left
US,32,42,76,Right
US,34,25,57,None
US,23,26,69,Right
US,33,33,66,Right
US,42,24,48,Left
HK,19,38,85,Right
GB,30,24,60,None
US,15,26,77,Right
US,32,24,58,None
US,23,37,80,Right
US,25,31,72,Right
US,39,36,63,None
US,27,24,63,None
GB,37,24,53,Left
IR,36,28,58,None
US,28,29,67,Right
US,39,25,52,Left
CA,48,19,37,Left
US,33,26,59,None
AU,24,34,76,Right
US,19,26,73,Right
SE,45,34,55,Left
US,30,35,71,Right
GB,37,26,55,Left
US,32,32,66,Right
GB,24,32,74,Right
SE,40,28,54,Left
TR,35,36,67,Right
US,24,30,72,Right
US,34,25,57,None
MY,37,34,63,None
US,33,30,63,None
ID,33,27,60,None
US,25,39,80,Right
US,34,31,63,None
US,53,30,43,Left
US,29,27,64,None
US,39,26,53,Left
BR,34,36,68,Right
US,27,33,72,Right
CA,28,32,70,Right
BB,43,41,64,None
CA,36,25,55,Left
US,36,32,62,None
US,27,26,65,Right
US,40,32,58,None
US,48,24,42,Left
US,44,25,47,Left
ID,30,20,56,None
AU,30,38,74,Right
US,49,29,46,Left
US,28,40,78,Right
US,41,34,59,None
FI,32,26,60,None
US,29,28,65,Right
US,23,38,81,Right
MY,39,29,56,None
MY,34,27,59,None
MY,37,29,58,None
IN,45,26,47,Left
ZA,22,30,74,Right
US,37,39,68,Right
US,36,22,52,Left
AU,41,22,47,Left
ID,39,35,62,None
US,55,13,24,Left
US,24,37,79,Right
ZA,39,32,59,None
IN,20,29,75,Right
AE,40,30,56,None
BR,47,32,51,Left
IN,40,30,56,None
PH,28,30,68,Right
AU,25,32,73,Right
GR,35,25,56,None
US,43,33,56,None
US,25,26,67,Right
US,25,31,72,Right
HU,43,32,55,Left
HU,47,35,54,Left
US,40,30,56,None
US,23,32,75,Right
PH,37,33,62,None
NL,28,30,68,Right
PH,21,38,83,Right
FI,23,35,78,Right
IN,35,25,56,None
US,27,31,70,Right
IN,34,28,60,None
IE,28,28,66,Right
SE,27,22,61,None
BE,30,29,65,Right
US,33,38,71,Right
US,41,28,53,Left
US,39,34,61,None
US,24,35,77,Right
US,42,26,50,Left
IE,32,24,58,None
IN,33,30,63,None
US,27,40,79,Right
US,41,27,52,Left
GB,29,36,73,Right
GB,29,26,63,None
GR,26,32,72,Right
US,32,28,62,None
US,46,22,42,Left
US,36,34,64,None
US,26,31,71,Right
US,29,25,62,None
GB,31,21,56,None
CA,22,27,71,Right
SE,42,32,56,None
GB,43,25,48,Left
US,39,21,48,Left
US,47,30,49,Left
GB,29,35,72,Right
IN,23,41,84,Right
US,32,32,66,Right
IT,50,22,38,Left
CA,39,27,54,Left
US,30,35,71,Right
US,23,30,73,Right
US,48,24,42,Left
US,29,35,72,Right
ID,25,34,75,Right
US,33,28,61,None
US,38,34,62,None
US,39,21,48,Left
SD,31,28,63,None
US,41,31,56,None
US,31,33,68,Right
US,32,26,60,None
US,40,26,52,Left
US,24,31,73,Right
US,42,28,52,Left
US,44,28,50,Left
US,41,22,47,Left
US,46,26,46,Left
US,20,18,64,None
CA,39,29,56,None
CA,44,22,44,Left
NZ,49,9,26,Left
MY,27,34,73,Right
NZ,42,29,53,Left
AE,36,24,54,Left
US,30,30,66,Right
PH,28,34,72,Right
US,26,26,66,Right
PH,42,30,54,Left
